"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"BTWNW","Bridgetown Holdings Limited","2.6","0","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/btwnw",
"BWB","Bridgewater Bancshares, Inc.","12.44","351824858.04","n/a","2018","Finance","Major Banks","https://old.nasdaq.com/symbol/bwb",
"BRID","Bridgford Foods Corporation","18.75","170190600","n/a","n/a","Consumer Non-Durables","Specialty Foods","https://old.nasdaq.com/symbol/brid",
"MNRL","Brigham Minerals, Inc.","11.54","651820167","n/a","2019","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/mnrl",
"BFAM","Bright Horizons Family Solutions Inc.","166.3","10071845085.6","n/a","2013","Miscellaneous","Other Consumer Services","https://old.nasdaq.com/symbol/bfam",
"BEDU","Bright Scholar Education Holdings Limited","6.09","734144238.24","n/a","2017","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/bedu",
"BCOV","Brightcove Inc.","17.24","686249268.08","n/a","2012","Technology","EDP Services","https://old.nasdaq.com/symbol/bcov",
"BHF","Brighthouse Financial, Inc.","34.7","3105800042.8","n/a","n/a","Finance","Life Insurance","https://old.nasdaq.com/symbol/bhf",
"BHFAL","Brighthouse Financial, Inc.","27.15","0","n/a","n/a","Finance","Life Insurance","https://old.nasdaq.com/symbol/bhfal",
"BHFAN","Brighthouse Financial, Inc.","25.99","0","n/a","n/a","Finance","Life Insurance","https://old.nasdaq.com/symbol/bhfan",
"BHFAO","Brighthouse Financial, Inc.","27.45","0","n/a","n/a","Finance","Life Insurance","https://old.nasdaq.com/symbol/bhfao",
"BHFAP","Brighthouse Financial, Inc.","28.34","0","n/a","n/a","Finance","Life Insurance","https://old.nasdaq.com/symbol/bhfap",
"BSA","BrightSphere Investment Group Inc.","25.11","0","n/a","2016","Finance","Investment Managers","https://old.nasdaq.com/symbol/bsa",
"BSIG","BrightSphere Investment Group Inc.","19.45","1553768832.15","n/a","2014","Finance","Investment Managers","https://old.nasdaq.com/symbol/bsig",
"BV","BrightView Holdings, Inc.","13.7","1436939364.5","n/a","2018","Consumer Non-Durables","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/bv",
"BRLI","Brilliant Acquisition Corporation","9.94","60743340","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/brli",
"BRLIR","Brilliant Acquisition Corporation","0.3214","0","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/brlir",
"BRLIU","Brilliant Acquisition Corporation","10.75","0","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/brliu",
"BRLIW","Brilliant Acquisition Corporation","0.6798","0","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/brliw",
"EAT","Brinker International, Inc.","53.52","2423891096.4","n/a","n/a","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/eat",
"BCO","Brink&#39;s Company (The)","70.29","3474652247.55","n/a","n/a","Transportation","Oil Refining/Marketing","https://old.nasdaq.com/symbol/bco",
"BMY","Bristol-Myers Squibb Company","60.92","137664062476.56","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/bmy",
"BMY~","Bristol-Myers Squibb Company","1.6","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bmy~",
"VTOL","Bristow Group, Inc.","28.1","834873732.9","n/a","n/a","Transportation","Transportation Services","https://old.nasdaq.com/symbol/vtol",
"BTI","British American Tobacco p.l.c.","39.3","90163747699.2","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/bti",
"BRX","Brixmor Property Group Inc.","16.24","4814871106.64","n/a","2013","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/brx",
"AVGO","Broadcom Inc.","416.22","168361543988.82","n/a","2009","Technology","Semiconductors","https://old.nasdaq.com/symbol/avgo",
"AVGOP","Broadcom Inc.","1376.22","0","n/a","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/avgop",
"BRMK","Broadmark Realty Capital Inc.","10.39","1373935229.73","n/a","2019","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/brmk",
"BRMK.WS","Broadmark Realty Capital Inc.","n/a","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/brmk.ws",
"BR","Broadridge Financial Solutions, Inc.","148.31","17147524930.49","n/a","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/br",
"BSN","Broadstone Acquisition Corp.","9.85","0","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/bsn",
"BSN.U","Broadstone Acquisition Corp.","n/a","0","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/bsn.u",
"BSN.WS","Broadstone Acquisition Corp.","n/a","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsn.ws",
"BNL","Broadstone Net Lease, Inc.","18.65","2700267329.8","n/a","2020","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/bnl",
"BYFC","Broadway Financial Corporation","1.78","49907914.12","n/a","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/byfc",
"BWEN","Broadwind, Inc.","3.86","65378985.46","n/a","n/a","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/bwen",
"BROG","Brooge Energy Limited ","9.3","1019167042.2","n/a","2018","Energy","Integrated oil Companies","https://old.nasdaq.com/symbol/brog",
"BROGW","Brooge Energy Limited ","0.59","0","n/a","2018","Energy","Integrated oil Companies","https://old.nasdaq.com/symbol/brogw",
"BKD","Brookdale Senior Living Inc.","4.24","777551870","n/a","2005","Health Care","Hospital/Nursing Management","https://old.nasdaq.com/symbol/bkd",
"BAM","Brookfield Asset Management Inc","41.5","62649882131","n/a","n/a","Consumer Services","Building operators","https://old.nasdaq.com/symbol/bam",
"BBU","Brookfield Business Partners L.P.","38.18","3051087083.22","n/a","2016","Basic Industries","Engineering & Construction","https://old.nasdaq.com/symbol/bbu",
"DTLA^","Brookfield DTLA Inc.","15.05","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dtla^",
"BAMH","Brookfield Finance Inc.","25.51","0","n/a","2020","Consumer Services","Building operators","https://old.nasdaq.com/symbol/bamh",
"BAMI","Brookfield Finance Inc.","25.05","0","n/a","2020","Consumer Services","Building operators","https://old.nasdaq.com/symbol/bami",
"BIPC","Brookfield Infrastructure Corporation","68.86","3096709326.26","n/a","2020","Public Utilities","Oil & Gas Production","https://old.nasdaq.com/symbol/bipc",
"BIP","Brookfield Infrastructure Partners LP","51.9","15329150991.6","n/a","n/a","Consumer Services","Marine Transportation","https://old.nasdaq.com/symbol/bip",
"BIP^A","Brookfield Infrastructure Partners LP","25.77","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bip^a",
"BPY","Brookfield Property Partners L.P.","15.45","14393724087.15","n/a","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/bpy",
"BPYPN","Brookfield Property Partners L.P.","22.61","0","n/a","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/bpypn",
"BPYPO","Brookfield Property Partners L.P.","23.86","0","n/a","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/bpypo",
"BPYPP","Brookfield Property Partners L.P.","24.45","0","n/a","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/bpypp",
"BPYU","Brookfield Property REIT Inc.","15.55","608463056.35","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/bpyu",
"BPYUP","Brookfield Property REIT Inc.","22.8","0","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/bpyup",
"RA","Brookfield Real Assets Income Fund Inc.","18.31","803631631.03","n/a","2016","n/a","n/a","https://old.nasdaq.com/symbol/ra",
"BEPC","Brookfield Renewable Corporation","69.81","8013574649.34","n/a","2020","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/bepc",
"BEP","Brookfield Renewable Partners L.P.","56.99","10440537624.33","n/a","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/bep",
"BEP^A","Brookfield Renewable Partners L.P.","26.45","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bep^a",
"BRKL","Brookline Bancorp, Inc.","12.05","952673000","n/a","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/brkl",
"BCAC","Brookline Capital Acquisition Corp.","n/a","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bcac",
"BCACU","Brookline Capital Acquisition Corp.","n/a","0","n/a","n/a","Finance","Business Services","https://old.nasdaq.com/symbol/bcacu",
"BRKS","Brooks Automation, Inc.","71.15","5253135487.15","n/a","1995","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/brks",
"BRO","Brown & Brown, Inc.","45.23","12847990379.2","n/a","n/a","Finance","Specialty Insurers","https://old.nasdaq.com/symbol/bro",
"BF.A","Brown Forman Corporation","n/a","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bf.a",
"BF.B","Brown Forman Corporation","n/a","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bf.b",
"BRP","BRP Group, Inc.","29.05","2439177788.6","n/a","2019","Finance","Specialty Insurers","https://old.nasdaq.com/symbol/brp",
"DOOO","BRP Inc.","62.67","5509954547.1","n/a","n/a","Capital Goods","Industrial Specialties","https://old.nasdaq.com/symbol/dooo",
"BRT","BRT Apartments Corp.","14.64","251462510.64","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/brt",
"BRKR","Bruker Corporation","53.81","8238746968.62","n/a","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://old.nasdaq.com/symbol/brkr",
"BC","Brunswick Corporation","74.53","5838874425.18","n/a","n/a","Energy","Industrial Machinery/Components","https://old.nasdaq.com/symbol/bc",
"BC^A","Brunswick Corporation","28.07","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bc^a",
"BC^B","Brunswick Corporation","28.38","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bc^b",
"BC^C","Brunswick Corporation","28.22","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bc^c",
"BMTC","Bryn Mawr Bank Corporation","31.97","638063206.42","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/bmtc",
"BSQR","BSQUARE Corporation","1.32","17470250.16","n/a","1999","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/bsqr",
"BKE","Buckle, Inc. (The)","32.3","1595869711.3","n/a","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/bke",
"BVN","Buenaventura Mining Company Inc.","12.3","3124038464.1","n/a","1996","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/bvn",
"BBW","Build-A-Bear Workshop, Inc.","4.4","68602833.2","n/a","2004","Consumer Services","Recreational Products/Toys","https://old.nasdaq.com/symbol/bbw",
"BLDR","Builders FirstSource, Inc.","35.48","4144815785.72","n/a","2005","Consumer Services","RETAIL: Building Materials","https://old.nasdaq.com/symbol/bldr",
"BHSEU","Bull Horn Holdings Corp.","9.99","0","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/bhseu",
"BG","Bunge Limited","63.5","8868452354.5","n/a","2001","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/bg",
"BUR","Burford Capital Limited","9.77","2140117298.29","n/a","2020","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/bur",
"BTAQ","Burgundy Technology Acquisition Corporation","9.9","437456250","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/btaq",
"BTAQU","Burgundy Technology Acquisition Corporation","10.3399","456894331.25","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/btaqu",
"BTAQW","Burgundy Technology Acquisition Corporation","0.94","0","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/btaqw",
"BURL","Burlington Stores, Inc.","237.4","15725412084.8","n/a","2013","Consumer Services","Department/Specialty Retail Stores","https://old.nasdaq.com/symbol/burl",
"BNR","Burning Rock Biotech Limited","26.26","407686500","15525000","2020","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/bnr",
"BFST","Business First Bancshares, Inc.","19.78","408797947.86","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/bfst",
"BWXT","BWX Technologies, Inc.","60.62","5777665587.82","n/a","n/a","Energy","Industrial Machinery/Components","https://old.nasdaq.com/symbol/bwxt",
"BY","Byline Bancorp, Inc.","15.78","608853957.78","n/a","2017","Finance","Major Banks","https://old.nasdaq.com/symbol/by",
"CFFI","C&F Financial Corporation","36.5","133214232.5","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cffi",
"CHRW","C.H. Robinson Worldwide, Inc.","95.08","12925757755.16","n/a","1997","Transportation","Oil Refining/Marketing","https://old.nasdaq.com/symbol/chrw",
"AI","C3.ai, Inc.","92.49","0","n/a","2020","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/ai",
"CCCC","C4 Therapeutics, Inc.","30.53","1313690635","n/a","2020","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/cccc",
"CABA","Cabaletta Bio, Inc.","15.46","371897519.82","n/a","2019","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/caba",
"CABO","Cable One, Inc.","2079.48","12528172453.68","n/a","2015","Consumer Services","Television Services","https://old.nasdaq.com/symbol/cabo",
"CBT","Cabot Corporation","41.72","2361353084.72","n/a","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/cbt",
"COG","Cabot Oil & Gas Corporation","16.77","6684184604.37","n/a","1990","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/cog",
"CACI","CACI International, Inc.","244.09","6155657380.18","n/a","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/caci",
"WHD","Cactus, Inc.","26.7","2012244565.5","n/a","2018","Energy","Metal Fabrications","https://old.nasdaq.com/symbol/whd",
"CADE","Cadence Bancorporation","14.78","1861962688.18","n/a","2017","Finance","Major Banks","https://old.nasdaq.com/symbol/cade",
"CDNS","Cadence Design Systems, Inc.","115.49","32213741190","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/cdns",
"CDZI","Cadiz, Inc.","10.21","362905261","n/a","n/a","Public Utilities","Water Supply","https://old.nasdaq.com/symbol/cdzi",
"CAE","CAE Inc","24.62","6953872911.36","n/a","n/a","Miscellaneous","Industrial Machinery/Components","https://old.nasdaq.com/symbol/cae",
"CZR","Caesars Entertainment, Inc.","71.78","14950132965.64","n/a","n/a","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/czr",
"CSTE","Caesarstone Ltd.","11.96","411841356.16","n/a","2012","Capital Goods","Building Materials","https://old.nasdaq.com/symbol/cste",
"CAI","CAI International, Inc.","34.2","606791550.6","n/a","n/a","Technology","Diversified Commercial Services","https://old.nasdaq.com/symbol/cai",
"CAI^A","CAI International, Inc.","26.65","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cai^a",
"CAI^B","CAI International, Inc.","26.69","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cai^b",
"CLBS","Caladrius Biosciences, Inc.","1.54","29869804.58","n/a","n/a","Health Care","Misc Health and Biotechnology Services","https://old.nasdaq.com/symbol/clbs",
"CHY","Calamos Convertible and High Income Fund","14.09","1032098178.27","n/a","2003","n/a","n/a","https://old.nasdaq.com/symbol/chy",
"CHI","Calamos Convertible Opportunities and Income Fund","13.31","943995977.65","n/a","2002","n/a","n/a","https://old.nasdaq.com/symbol/chi",
"CCD","Calamos Dynamic Convertible & Income Fund","27.75","679472847","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ccd",
"CHW","Calamos Global Dynamic Income Fund","9.64","572101079.4","n/a","2007","n/a","n/a","https://old.nasdaq.com/symbol/chw",
"CGO","Calamos Global Total Return Fund","14.18","125014254.84","n/a","2005","n/a","n/a","https://old.nasdaq.com/symbol/cgo",
"CPZ","Calamos Long/Short Equity & Dynamic Income Trust","17.86","0","n/a","2019","n/a","n/a","https://old.nasdaq.com/symbol/cpz",
"CSQ","Calamos Strategic Total Return Fund","15.53","2405671559.53","n/a","2004","n/a","n/a","https://old.nasdaq.com/symbol/csq",
"CAMP","CalAmp Corp.","10.02","350899628.46","n/a","1983","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/camp",
"CVGW","Calavo Growers, Inc.","75.67","1336091266.72","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/cvgw",
"CMCL","Caledonia Mining Corporation Plc","15.38","186387497.74","n/a","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/cmcl",
"CAL","Caleres, Inc.","13.19","500061337.64","n/a","n/a","Consumer Non-Durables","Shoe Manufacturing","https://old.nasdaq.com/symbol/cal",
"CALB","California BanCorp","16.66","135773635.48","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/calb",
"CRC","California Resources Corporation","21.19","1765544887.99","n/a","2020","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/crc",
"CWT","California Water  Service Group Holding","50.84","2533865600","n/a","n/a","Public Utilities","Water Supply","https://old.nasdaq.com/symbol/cwt",
"CALA","Calithera Biosciences, Inc.","4.64","327392419.04","n/a","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cala",
"CALX","Calix, Inc","23.83","1472049303.18","n/a","2010","Consumer Services","Telecommunications Equipment","https://old.nasdaq.com/symbol/calx",
"ELY","Callaway Golf Company","23.09","2174605740.23","n/a","1992","Consumer Non-Durables","Recreational Products/Toys","https://old.nasdaq.com/symbol/ely",
"CALT","Calliditas Therapeutics AB","33.77","125254483.42","3709046","2020","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/calt",
"CPE","Callon Petroleum Company","14","556537408","n/a","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/cpe",
"CALM","Cal-Maine Foods, Inc.","38.15","1860644170","n/a","1996","Consumer Non-Durables","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/calm",
